# Object	Reference	RA	Decl	Teff	logg	Metallicity	[Fe/H]	[Al/Fe]	[Ba/Fe]	[Ca/Fe]	[Ce/Fe]	[C/Fe]	[Co/Fe]	[Cr/Fe]	[Eu/Fe]	[Mg/Fe]	[Mn/Fe]	[N/Fe]	[Ni/Fe]	[O/Fe]	[Si/Fe]	[Sr/Fe]	[Ti/Fe]	[V/Fe]	[Y/Fe]	[Zr/Fe]	log-e(Li)
CS22951-077	I.U.Roederer+,AJ, 147, 136, 2014	21 57 53.21	-43 08 08.2	5290	1.45	-2.54	-2.54	-0.8	-0.45	0.47	<0	-0.41	-0.16	-0.19	-0.01	0.39	-0.36	<1.71	0.09		0.54	0.03	0.21	-0.03	-0.52	0.01	<1.09
CS22951-077	G.W.Preston+,AJ, 132, 85, 2006	21 57 53.21	-43 08 08.2	5350	1.75	-2.3	-2.43	-0.91	-0.34	0.39		-0.1		-0.18	0.14	0.27	-0.76				0.44	-0.02	0.24	0	-0.37	-0.17	
CS22952-015	S.M.Andrievsky+,AAP, 494, 1083, 2009	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.43		-1.38																		
CS22952-015	A.McWilliam+,AJ, 109, 2757, 1995	23 37 28.69	-05 47 56.6	4720	0.9	-3.4	-3.21		-1.67	0.19		<-0.14				-0.52			-0.13			-1.08					
CS22952-015	R.Cayrel+,AAP, 416, 1117, 2004	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.45	-0.42		0.18			0.08	-0.41		0	-0.35		-0.07		0.39		0.19				
CS22952-015	M.Spite+,AAP, 430, 655, 2005	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.43					-0.5						1.4									<-0.4
CS22952-015	A.McWilliam+,AJ, 109, 2736, 1995	23 37 28.69	-05 47 56.6																								
CS22952-015	M.Spite+,AAP, 541, A143, 2012	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.43			0.38																	
CS22952-015	S.M.Andrievsky+,AAP, 509, A88, 2010	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.43									0.03											
CS22952-015	P.Francois+,AAP, 476, 935, 2007	23 37 28.69	-05 47 56.6	4800	1.3	-3.4	-3.43		-1.38		<0.05				<-0.29							-0.94			-0.87	-0.5	
CS22952-015	S.M.Andrievsky+,AAP, 464, 1081, 2007	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.43																				
CS22952-015	I.U.Roederer+,AJ, 147, 136, 2014	23 37 28.69	-05 47 56.6	4500	0.55	-3.68	-3.87	-0.18	-1.5	0.34	<0.09	-0.65	-0.12	-0.29	<-0.09	0.3	-0.45	1.14	-0.14	<1.84	0.83	-0.65	0	-0.1	-1.27		<0.15
CS22952-015	M.Spite+,AAP, 455, 291, 2006	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.43					-0.5						1.4									
CS22952-015	S.Honda+,ApJS, 152, 113, 2004	23 37 28.69	-05 47 56.6																								
CS22952-015	S.Honda+,ApJ, 607, 474, 2004	23 37 28.69	-05 47 56.6	4850	1.5	-2.94	-2.93	-0.67	-1.74	0.04		-0.1	-0.02			-0.22	-0.39		-0.09		0.42	-0.67	-0.06	0.03			
CS22952-015	S.M.Andrievsky+,AAP, 481, 481, 2008	23 37 28.69	-05 47 56.6	4800	1.3	-3.43	-3.43	0.03																			
CS22953-003	S.M.Andrievsky+,AAP, 494, 1083, 2009	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84		0.44																		
CS22953-003	A.McWilliam+,AJ, 109, 2757, 1995	01 02 15.86	-61 43 45.8	4960	1.7	-2.9	-2.64		0.61	0.16		0.32			0.54	0.08			0.33			0.17					
CS22953-003	I.U.Roederer+,MNRAS, 445, 2970, 2014	01 02 15.86	-61 43 45.8	4860	1.65	-3	-3		0.29						0.79							0.32					
CS22953-003	R.Cayrel+,AAP, 416, 1117, 2004	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.85	-0.95		0.25		0.42	0.11	-0.36		0.12	-0.39		-0.04	0.84	0.3		0.23				
CS22953-003	M.Spite+,AAP, 430, 655, 2005	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84					0.39						0.21		0.8							0.8
CS22953-003	A.McWilliam+,AJ, 109, 2736, 1995	01 02 15.86	-61 43 45.8																								
CS22953-003	M.Spite+,AAP, 541, A143, 2012	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84			0.39																	
CS22953-003	S.M.Andrievsky+,AAP, 509, A88, 2010	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84									0.27											
CS22953-003	P.Francois+,AAP, 476, 935, 2007	01 02 15.86	-61 43 45.8	5100	2.3	-3	-2.84		0.44		0.66				1.04							0.27			0.17	0.38	
CS22953-003	S.M.Andrievsky+,AAP, 464, 1081, 2007	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84																				
CS22953-003	I.U.Roederer+,AJ, 147, 136, 2014	01 02 15.86	-61 43 45.8	4860	1.65	-3	-3.13	-0.8	0.42	0.33	0.54	0.23	-0.13	-0.25	0.92	0.39	-0.4	-0.17	0.18	<1.17	0.94	0.45	0.07	-0.24	-0.03	0.37	0.64
CS22953-003	M.Spite+,AAP, 455, 291, 2006	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84					0.41						0.21									
CS22953-003	M.Spite+,AAP, 528, A9, 2011	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84																				
CS22953-003	F.Spite+,AAP, 611, A30, 2018	01 02 15.87	-61 43 45.83	5100	2.3	-2.8	-2.84		0.44						1.04							0.27			0.17	0.38	
CS22953-003	S.M.Andrievsky+,AAP, 481, 481, 2008	01 02 15.86	-61 43 45.8	5100	2.3	-2.84	-2.84	-0.16																			
CS22953-0037	J.Melendez+,AAP, 515, L3, 2010	01 25 06.65	-59 16 00.7	6532	4.33	-2.84	-2.84																				2.27
CS22953-037	S.M.Andrievsky+,AAP, 464, 1081, 2007	01 25 06.65	-59 16 00.7	6360	4.3	-2.89	-2.89																				
CS22953-037	P.Bonifacio+,AAP, 462, 851, 2007	01 25 06.65	-59 16 00.7	6364	4.25	-2.89	-2.88																				2.16
CS22953-037	I.U.Roederer+,AJ, 147, 136, 2014	01 25 06.65	-59 16 00.7	6150	3.7	-3.05	-3.21	-0.56	<-0.72	0.39	<1.58	1	0.27	-0.21	<1.4	0.55	-0.54	<2.18	0.1	<0.5	0.21	-1.67	0.59	<0.98	<0.46	<0.94	1.97
CS22953-037	P.Bonifacio+,AAP, 501, 519, 2009	01 25 06.65	-59 16 00.7	6364	4.25	-2.89	-2.88			0.25		0.48	0.31	-0.3		0.33	-0.83		0.06		0.02	-0.48	0.32				
CS22953-037	M.Spite+,AAP, 541, A143, 2012	01 25 06.65	-59 16 00.7	6360	4.3	-2.89	-2.89			0.38																	
CS22953-037	S.M.Andrievsky+,AAP, 509, A88, 2010	01 25 06.65	-59 16 00.7	6360	4.3	-2.89	-2.89									0.34											
CS22953-037	L.Sbordone+,AAP, 522, A26, 2010	01 25 06.65	-59 16 00.7	6325	4.25	-2.91	-2.91																				2.151
CS22953-037	S.M.Andrievsky+,AAP, 481, 481, 2008	01 25 06.65	-59 16 00.7	6360	4.3	-2.89	-2.89	-0.06																			
CS22954-004	I.U.Roederer+,AJ, 147, 136, 2014	02 38 15.27	-05 43 17.2	5810	3.55	-2.78	-3	-0.72	-0.41	0.56	<1.35	0.25	0.1	-0.17	<1.06	0.44	-0.49	<1.12	-0.1	0.58	0.43	0.16	0.5		-0.03	0.56	1.96
CS22954-015	I.U.Roederer+,AJ, 147, 136, 2014	02 39 21.63	-02 29 37.3	5930	3.75	-1.97	-2.11	-0.85	-0.08	0.5	<0.64	0.16	-0.1	-0.09	0.2	0.43	-0.22	<0.98	0.07	0.6		0.17	0.31	0.09	-0.21	0.28	2.2
CS22955-174	I.U.Roederer+,AJ, 147, 136, 2014	20 42 05.04	-23 49 12.7	5520	1.35	-3.1	-3.1	-0.57	-0.23	0.57	<0.31	0.5	0.16	-0.1	0.35	0.61	-0.38	<1.92	0	0.63	0.37	0.4	0.58	0.22	-0.14	0.4	<0.96
CS22955-174	G.W.Preston+,AJ, 132, 85, 2006	20 42 05.04	-23 49 12.7	5650	2.4	-2.5	-2.89	-0.75	0.02	0.47		<0.46	0.24	-0.25	0.6	0.34	-0.71				0.51	0.56	0.62	0.41	0.12		
CS22956-015	I.U.Roederer+,AJ, 147, 136, 2014	21 50 20.53	-64 49 05.2	5960	3.7	-2.48	-2.81	-0.71	-0.06	0.6	<1.26	0.54	0.11	-0.2	<1.1	0.41	-0.54	<2.53	0.03	0.65	0.42	0.36	0.47	<0.68	-0.03	0.58	2.06
CS22956-021	I.U.Roederer+,AJ, 147, 136, 2014	21 43 24.64	-64 14 45.8	6020	3.7	-2.51	-2.73	-0.71	-0.44	0.54	<1.22	0.37	0.13	-0.13	<0.94	0.38	-0.42	<1.35	0.03	<0.6	0.42	0.37	0.46		<-0.13	0.47	2.04
CS22956-028	G.W.Preston+,AJ, 120, 1014, 2000	21 44 48.72	-63 22 09.8	6900	3.9	-2.08	-2.08		0.37	0.39				-0.03		0.29	-0.42					1.24	0.23				
CS22956-028	C.Sneden+,ApJ, 592, 504, 2003	21 44 48.72	-63 22 09.8	6900	3.9	-2.08	-2.08		0.32			1.73								0.68		1.48					
CS22956-050	S.M.Andrievsky+,AAP, 494, 1083, 2009	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33		-0.83																		
CS22956-050	R.Cayrel+,AAP, 416, 1117, 2004	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.32	-0.64		0.47		0.35	0.31	-0.32		0.34	-0.56		0.03		0.81		0.41				
CS22956-050	M.Spite+,AAP, 430, 655, 2005	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33					0.36						0.4		1.17							0.97
CS22956-050	M.Spite+,AAP, 541, A143, 2012	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33			0.68																	
CS22956-050	S.M.Andrievsky+,AAP, 509, A88, 2010	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33									0.32											
CS22956-050	P.Francois+,AAP, 476, 935, 2007	21 58 05.81	-65 13 27.2	4900	1.7	-3.3	-3.33		-0.83		<0.25				<0.01							-0.37			-0.46	-0.09	
CS22956-050	S.M.Andrievsky+,AAP, 464, 1081, 2007	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33																				
CS22956-050	I.U.Roederer+,AJ, 147, 136, 2014	21 58 05.81	-65 13 27.2	4640	1	-3.57	-3.67	-0.58	-0.9	0.63		0.26	0.14	-0.18	<-0.09	0.67	-0.64	<1.34	-0.01	<1.32	1.15	-0.44	0.31	0.12	-0.85	-0.14	0.81
CS22956-050	M.Spite+,AAP, 455, 291, 2006	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33					0.36						0.4									
CS22956-050	M.Spite+,AAP, 528, A9, 2011	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33																				
CS22956-050	S.M.Andrievsky+,AAP, 481, 481, 2008	21 58 05.81	-65 13 27.2	4900	1.7	-3.33	-3.33	0.03																			
CS22956-062	I.U.Roederer+,AJ, 147, 136, 2014	22 07 26.21	-66 08 57.4	5540	3.4	-2.76	-2.75	-0.76	-0.78	0.43	<0.94	0.21	0.14	-0.14	<0.77	0.48	-0.48	<2.07	-0.11	<0.62	0.73	-0.1	0.25	<0.55	-0.47	0.15	1.88
CS22956-081	I.U.Roederer+,AJ, 147, 136, 2014	22 04 11.90	-62 50 52.4	6310	3.8	-2.8	-2.71	-0.84	-0.51	0.5	<1.68	<1.08	0.01	-0.08	<1.51	0.38	-0.29	<2.18	0.08	0.06	0.17	-0.12	0.46		-0.03		2.11
CS22956-102	I.U.Roederer+,AJ, 147, 136, 2014	22 16 36.54	-65 19 45.4	6220	3.85	-2.21	-2.39	-0.43	1.99	0.34	1.96	2.21		-0.18	1	0.29	-0.27	<0.66	0.11	0.35		1.07	0.49	0.84	0.56	1.16	<1.55
CS22956-106	I.U.Roederer+,AJ, 147, 136, 2014	22 16 50.42	-66 05 05.1	6410	3.9	-2.6	-2.69	-0.66	-0.41	0.52	<1.77	<1.26	0.23	0.01	<1.42	0.36	-0.17	<2.06	0.11	-0.04	0.43	0.12	0.5	0.81		<1.34	2.26
CS22956-110	I.U.Roederer+,AJ, 147, 136, 2014	22 19 43.52	-66 41 21.9	6010	1.85	-3.14	-3.15	-0.75	-1.16	0.39	<1.31	<1.67		-0.04	<1.09	0.29	-0.4	<2.57	0.1	0.39	0	0.26	0.2		<0.49	<0.59	<2
CS22956-114	I.U.Roederer+,AJ, 147, 136, 2014	22 26 08.19	-65 33 06.6	4900	1.75	-2.86	-3.19	-0.65	-0.33	0.51	<0.11	-0.72	0.02	-0.19	0.2	0.49	-0.38	0.73	0.07	<1.17	0.68	0.25	0.27	-0.05	-0.19	0.15	<0.58
CS22957-013	P.S.Barklem+,AAP, 439, 129, 2005	23 55 49.00	-05 22 52.0	4904	1.96	-2.64	-2.64	-0.92	-0.6	0.21		0.06	0.11	-0.51		0.15	-0.54		-0.06			-0.17	0.23				
CS22957-013	I.U.Roederer+,AJ, 147, 136, 2014	23 55 49.00	-05 22 52.0	4620	0.95	-3.01	-2.98	-0.36	-0.83	0.41	<-0.43	-0.01	-0.15	-0.33	-0.31	0.47	-0.48	-0.17	0.01	<1.01		-0.42	0.06	-0.24	-0.83	-0.42	0.86
CS22957-013	L.Zhang+,AAP, 528, A92, 2011	23 55 49.00	-05 22 52.0				-2.64					0.11															
CS22957-013	N.Christlieb+,AAP, 428, 1027, 2004	23 55 49.00	-05 22 52.0			-2.86																					
CS22957-019	I.U.Roederer+,AJ, 147, 136, 2014	23 57 31.51	-06 57 05.6	6070	3.75	-2.42	-2.43	-0.83	-0.47	0.41	<0.73	0.35	0.06	-0.11	<1.03	0.29	-0.25	<0.85	0.04	0.18	0.58	0.02	0.32	0.23	-0.56	0.07	1.56
CS22957-022	I.U.Roederer+,AJ, 147, 136, 2014	00 01 45.50	-05 49 46.6	4860	1.65	-3.17	-3.28	-0.62	-1.19	0.4	<0.39	0.17	0	-0.14	<0.16	0.46	-0.37	<1.7	0	<1.44	0.81	-0.33	0.22	0.01	-0.61	-0.06	<0.63
CS22957-022	D.K.Lai+,ApJ, 681, 1524, 2008	00 01 45.50	-05 49 46.6	5163	2.47	-2.9	-2.93		-1.06	0.24		0.25	0.22	-0.27	<-0.1	0.26	-0.8	0.3	0.01	0.74		-0.31	0.37	-0.02	-0.34	-0.03	
CS22957-024	I.U.Roederer+,AJ, 147, 136, 2014	23 58 34.50	-04 33 25.4	6160	3.75	-2.81	-2.91	-0.7	-0.55	0.49	<1.32	0.78	0.21	-0.19	<1.14	0.37	-0.47	<1.88	-0.04		0.42	0.09	0.49	<0.77		<0.69	1.96
CS22957-027	I.U.Roederer+,AJ, 147, 136, 2014	23 59 13.10	-03 53 49.0	5220	2.65	-3	-3.19	-0.12	-0.81	0.31	<1.55	2.61	0.14	-0.13	<1.07	0.08	-0.12	1.69	-0.03	<1.2		-0.56	0.32				<0.86
CS22957-027	W.Aoki+,PASJ, 54, 933, 2002	23 59 13.10	-03 53 49.0	5100	1.9	-3.11	-3.12	-0.75	-1.28	0.16		2.52		-0.18		0.67	-0.45	1.74	-0.22			-0.46	0.37				
CS22957-027	I.U.Roederer+,ApJ, 784, 158, 2014	23 59 13.10	-03 53 49.0	5220	2.65	-3	-3.19	-0.12	-0.81	0.31	<1.55	2.61	0.14	-0.13	<1.07	0.08	-0.12	1.69	-0.03	<1.2		-0.56	0.32				<0.86
CS22957-027	W.Aoki+,ApJ, 576, L141, 2002	23 59 13.10	-03 53 49.0	5100	1.9	-3.11	-3.12	-0.73	-1.19	0.15		2.49		-0.16		0.67	-0.31	1.74	-0.22			-0.51	0.29				
CS22957-027	G.W.Preston+,AJ, 122, 1545, 2001	23 59 13.10	-03 53 49.0	5050	2	-2.96	-2.96		-2.05			2.32				0.19		1.74				-0.6	0.22				
CS22957-027	A.Arentsen+,AAP, 621, A108, 2019	23 59 13.1	-03 53 48	5220	2.7	-3.19	-3.19		-0.81			2.63															
CS22957-036	I.U.Roederer+,AJ, 147, 136, 2014	00 03 31.35	-04 44 22.5	5970	3.75	-2.09	-2.28	-0.79	-0.03	0.5	<0.88	0.23	-0.06	-0.1	0.74	0.35	-0.25	<1.35	0.1	0.49	0.44	0.39	0.41	0.4		0.59	2.09
CS22958-037	I.U.Roederer+,AJ, 147, 136, 2014	01 58 39.70	-57 03 26.9	5770	2.1	-2.51	-2.51	-0.83	-0.35	0.32	<0.4	<0.33	0.22	-0.17	0.51	0.34	-0.11	<2.43	0.06	0.09	0.4	-0.08	0.43	0.26	-0.43	0.07	<1.46
CS22958-041	I.U.Roederer+,AJ, 147, 136, 2014	02 01 44.53	-56 47 26.3	6010	3.65	-2.88	-3.1	-0.69	-0.92	0.5	<1.83	<1.07	0.38	-0.25	<1.48	0.41	-0.49	<2.77			0.39	-0.16	0.32		<1.1	<0.96	2.02
CS22958-042	I.U.Roederer+,AJ, 147, 136, 2014	02 01 07.43	-57 16 58.8	5760	3.55	-2.99	-3.4	-0.25	<-0.61	0.48	<1.92	2.56	0.15	0.01	<1.54	0.75	-0.27	2.66				0.08	0.37				<1.33
CS22958-042	I.U.Roederer+,ApJ, 784, 158, 2014	02 01 07.43	-57 16 58.8	5760	3.55	-2.99	-3.4	-0.25	<-0.61	0.48	<1.92	2.56	0.15	0.01	<1.54	0.75	-0.27	2.66				0.08	0.37				<1.33
CS22958-042	T.Sivarani+,AAP, 459, 125, 2006	02 01 07.43	-57 16 58.8	6250	3.5	-2.85	-2.85	-0.83	<-0.73	0.38		3.12	0.13	-0.12		0.3	-0.25	2.12	-0.06	1.33	0.19	-0.55	0.5	0.02			<0.6
CS22958-052	I.U.Roederer+,MNRAS, 445, 2970, 2014	02 12 48.22	-56 29 08.3	6090	3.75	-2.42	-2.42		0						1							0.13					
CS22958-052	I.U.Roederer+,AJ, 147, 136, 2014	02 12 48.22	-56 29 08.3	6090	3.75	-2.42	-2.62	-0.8	0.2	0.56	<1.59	0.52	0.06	-0.14	1.2	0.32	-0.44	<2.59	-0.01	<0.52	0.43	0.33	0.47	<0.91	0.08	0.67	2.06
CS22958-065	I.U.Roederer+,AJ, 147, 136, 2014	02 02 53.61	-53 38 40.7	6020	3.75	-2.24	-2.29	-0.8	-0.1	0.43	<0.97	0.38	0.08	-0.15	<0.68	0.39	-0.29	<0.71	0.01	0.11	0.58	0.22	0.39	0.17	-0.22	0.41	2.2
CS22958-074	I.U.Roederer+,AJ, 147, 136, 2014	02 10 34.19	-53 22 43.1	5800	3.6	-2.62	-2.67	-0.77	-0.54	0.41	<0.95	0.45	0.06	-0.19	<0.89	0.43	-0.37	<0.79	0.05	<0.7	0.53	0.14	0.27		-0.14	0.24	1.8
CS22958-083	P.S.Barklem+,AAP, 439, 129, 2005	02 15 42.70	-53 59 56.0	5101	2.4	-2.79	-2.79	-0.86	-1.04	0.34		0.6	0.21	-0.07		0.38	-0.31		0.31			0.04	0.36				
CS22958-083	I.U.Roederer+,AJ, 147, 136, 2014	02 15 42.70	-53 59 56.0	4900	1.75	-3.04	-3.05	-0.44	-0.99	0.41	<0.2	0.53	0.03	-0.06	<-0.11	0.59	-0.2	<1.02	0.24			-0.14	0.27	-0.01	-0.84	0.11	<0.92
CS22958-083	L.Zhang+,AAP, 528, A92, 2011	02 15 42.70	-53 59 56.0				-2.79					0.64															
CS22958-083	N.Christlieb+,AAP, 428, 1027, 2004	02 15 42.70	-53 59 56.0			-2.68																					
CS22958-083	G.W.Preston+,AJ, 132, 85, 2006	02 15 42.70	-53 59 56.0	4900	1.9	-2.5	-2.97	-0.45	-0.89	0.38		0.71	0.33	0	<-0.16	0.47	-0.43				1.2	-0.14	0.31	0.28		-0.37	
CS22959-074	I.U.Roederer+,AJ, 147, 136, 2014	18 51 47.57	-64 28 00.3	4940	1.9	-2.49	-2.6	-0.81	-1.01	0.16	<-0.21	-0.21	-0.3	-0.1	<-0.14	0.2	-0.06	0.97	0.21	<0.73		-0.13	0.09	-0.21	-0.7	-0.18	<0.62
CS22959-139	I.U.Roederer+,AJ, 147, 136, 2014	18 55 53.77	-63 06 17.9	6090	3.75	-2.45	-2.67	-0.86	-0.42	0.45	<1.31	0.41	0.11	-0.28	<0.99	0.25	-0.48	<2.89	-0.03	0.46	0.24	0.01	0.34	<0.72		0.43	1.94
CS22960-010	P.S.Barklem+,AAP, 439, 129, 2005	22 08 25.30	-44 53 56.0	5737	4.85	-2.65	-2.65	-0.9		0.28		0.78		-0.1		0.23	-0.32		-0.04				0.27				
CS22960-010	I.U.Roederer+,AJ, 147, 136, 2014	22 08 25.30	-44 53 56.0	5280	4	-3.03	-3.02	-0.72	-1.17	0.34	<1.18	0.61	0.04	-0.08	<0.96	0.36	-0.41	0.04	-0.06	<1.43		-0.93	0.08	<0.04	<-0.55	<0.91	1.08
CS22960-010	L.Zhang+,AAP, 528, A92, 2011	22 08 25.30	-44 53 56.0				-2.65					0.79															
CS22960-010	N.Christlieb+,AAP, 428, 1027, 2004	22 08 25.30	-44 53 56.0			-2.15																					
CS22960-029	I.U.Roederer+,AJ, 147, 136, 2014	22 11 35.54	-44 25 22.4	5890	3.6	-2.77	-3.05	-0.76	<-0.84	0.47	<1.49	0.45	0.16	-0.27	<1.18	0.43	-0.49	<1.02	-0.01	<0.77	0.31	-0.45	0.43		<0.64	<0.65	1.99
CS22960-048	I.U.Roederer+,AJ, 147, 136, 2014	22 17 01.57	-45 12 17.0	4770	1.4	-3.78	-3.91	-0.75	-1.59	0.35	<0.84	0.47	0.12	-0.35	<0.55	0.72	-0.7	<2.23	-0.05	<2.15	0.53	-2	0.3	<0.63	<-0.63	<0.25	0.71
CS22960-053	I.U.Roederer+,AJ, 147, 136, 2014	22 16 17.00	-43 54 21.0	4860	1.65	-3.33	-3.64	0.51	1.03	0.59	0.87	1.4		-0.18	<0.7	0.77	-0.22	3.41	0.16			-0.01	0.2		<0.41	<1.12	<0.55
CS22960-053	W.Aoki+,ApJ, 655, 492, 2007	22 16 17.00	-43 54 21.0	5200	2.1	-3.2	-3.19		0.9	0.46		2.06		-0.18		0.63		3.06					0.54				
CS22960-058	G.W.Preston+,AJ, 120, 1014, 2000	22 16 05.88	-42 26 42.8	6900	4.5	-2.13	-2.13		0.07	0.28				-0.25		0.31	-0.51					-0.03	0.38				
CS22960-064	I.U.Roederer+,AJ, 147, 136, 2014	22 24 00.14	-42 35 16.1	5060	2.2	-2.77	-2.77	0.13	-0.21	0.45	0.02	0.14	-0.01	-0.17	0.34	0.44	-0.38	1.35	0.12	<0.93		0.24	0.23	-0.15	-0.18	0.35	<0.86
CS22960-064	I.U.Roederer+,ApJ, 784, 158, 2014	22 24 00.14	-42 35 16.1	5060	2.2	-2.77	-2.77	0.13	-0.21	0.45	0.02	0.14	-0.01	-0.17	0.34	0.44	-0.38	1.35	0.12	<0.93		0.24	0.23	-0.15	-0.18	0.35	<0.86
CS22963-004	I.U.Roederer+,AJ, 147, 136, 2014	02 56 46.57	-04 51 17.5	5060	2.15	-3.85	-4.09	-0.62	-0.61	0.75	<1.58	0.51	0.18	-0.35	<1.37	0.58	-0.64	<3.16	0.16	<2.29	0.86	-0.95	0.56	<1.2	<0.31	<0.9	<0.74
CS22963-004	D.K.Lai+,ApJ, 681, 1524, 2008	02 56 46.57	-04 51 17.5	5659	3.4	-3.5	-3.42	-0.83	-0.49	0.33		0.49	0.41	-0.37	<1.42	0.33	-0.81	0.89	0.11	1.13	0.46	-0.7	0.51	0.14			
CS22963-013	G.W.Preston+,AJ, 120, 1014, 2000	02 53 53.75	-06 42 17.8			-2.5	-2.5																				
CS22964-115	I.U.Roederer+,AJ, 147, 136, 2014	19 57 28.55	-40 00 03.5	6090	3.7	-2.7	-2.82	-0.71	-0.27	0.58	<1.44	0.48	0.04	-0.24	<1.16	0.42	-0.38	<1.34	-0.08	0.44	0.38	0.63	0.36	<0.79	0.33	0.83	1.9
CS22964-161A	I.B.Thompson+,ApJ, 677, 556, 2008	20 03 25.53	-38 38 35.4	6050	3.7	-2.2	-2.37	-0.82	1.36	0.41	1.22	1.58		0.09	0.65	0.3	-0.79		0.07		0.14	0.55	0.61		0.28	0.67	2.09
CS22964-161B	I.B.Thompson+,ApJ, 677, 556, 2008	20 03 25.53	-38 38 35.4	5850	4.1	-2.2	-2.39	-0.78	1.3	0.08	1.24	1.4		-0.44	0.67	0.31	-0.77		0.03		0.16	0.45	0.58		0.3	0.69	2.09
CS22964-176	I.U.Roederer+,AJ, 147, 136, 2014	20 02 07.13	-40 21 25.9	6000	3.7	-2.46	-2.56	-0.78	0.01	0.39	<1.11	0.25	0.02	-0.15	<1.22	0.32	-0.4	<1.63	-0.05	0.23	0.45	0.01	0.34	0.24	-0.29		2.1
CS22964-183	I.U.Roederer+,AJ, 147, 136, 2014	20 01 12.76	-40 49 09.9	6010	3.65	-2.87	-3.01	-1.03	-0.92	0.41	<1.49	0.83	-0.05	-0.13	<1.24	-0.06	-0.77	<1.48	-0.24		0.29	-1.06	0.38	<0.91	<-0.06	<0.83	1.88
CS22964-214	G.W.Preston+,AJ, 120, 1014, 2000	20 05 50.00	-39 27 43.3	6800	4.5	-2.3	-2.3		-0.2	0.13				-0.1		0.2	-0.46					-0.16	0.58				
CS22964-214	I.U.Roederer+,AJ, 147, 136, 2014	20 05 50.00	-39 27 43.3	6180	3.75	-2.84	-2.95	-0.73	-0.43	0.49	<1.64	0.73	0.12	-0.2	<1.24	0.4	-0.39	<1.62	0.01	0.17	0.38	-0.14	0.54		-0.24	<0.78	2.02
CS22964-214	C.Sneden+,ApJ, 592, 504, 2003	20 05 50.00	-39 27 43.3	6800	4.5	-2.3	-2.3		-0.17			<0.99								0.88		-0.1					
CS22965-016	I.U.Roederer+,AJ, 147, 136, 2014	21 57 07.92	-04 34 08.4	4770	1.4	-2.93	-3.13	-0.52	-0.68	0.45	<0.06	-0.48	0.08	-0.26	-0.04	0.6	-0.39	<1.95	0.27	1.04	0.73	0.52	0.21	0.04	-0.11	0.4	<0.3
CS22965-054	W.Aoki+,ApJ, 698, 1803, 2009	22 06 30.30	-02 32 34.4	6310	3.9	-2.84	-2.89									0.24						0.55					2.16
CS22965-054	P.Bonifacio+,AAP, 462, 851, 2007	22 06 30.30	-02 32 34.4	6089	3.75	-3.04	-3.03																				2.03
CS22965-054	P.Bonifacio+,AAP, 501, 519, 2009	22 06 30.30	-02 32 34.4	6089	3.75	-3.04	-3.03			0.48		0.73	0.36	-0.14		0.22	-0.56		0.05		0.01	0.4	0.5				
CS22965-054	M.Spite+,AAP, 541, A143, 2012	22 06 30.30	-02 32 34.4	6090	3.8	-3.04	-3.04			0.63																	
CS22965-054	S.M.Andrievsky+,AAP, 509, A88, 2010	22 06 30.30	-02 32 34.4	6090	3.8	-3.04	-3.04									0.23											
CS22965-054	S.M.Andrievsky+,AAP, 464, 1081, 2007	22 06 30.30	-02 32 34.4	6090	3.8	-3.04	-3.04																				
CS22965-054	I.U.Roederer+,AJ, 147, 136, 2014	22 06 30.30	-02 32 34.4	6050	3.7	-2.89	-3.17	-0.63	<-0.5	0.54	<2.03	1.02	0.43	0.02	<1.73	0.25	-0.17	<2.94	0.02	0.7	0.5	0.39	0.38		<0.31	<1.69	2.16
CS22965-054	D.K.Lai+,ApJ, 681, 1524, 2008	22 06 30.30	-02 32 34.4	6205	3.73	-3.1	-3.09	-0.71	<-0.53	0.45		<1.16	0.19	-0.02	<1.13	0.29	-0.34		0.03		0.12	0.16	0.49				
